difficulty,question,answers,related,random
4,modify,"revise, adapt, alter, refine, adjust, change, customize, rearrange, amend","determine, revalidate, temporize, changes, synchronize, re-initiate, standardize, re-obtain, re-word, functionalize","particular, remind, sloppy, glimpse, aligned, countersue, emphatic, swarm, locate, hinterland"
1,moist,"drier, humid, damp, dryish, dampish, wet, mesic, warm, dry","friable, semi-dark, heat-, spiney, scrub-shrub, phosphorus-rich, drying, subtropical, dried-out, humidity-controlled","jabbed, embarrassed, especial, conceiveable, trasfer, calamitous, enfore, similarities, special, professionalize"
5,mortify,"gangrene, subdue, reprove, spiritualize, temporize, chagrin, educe, humiliate, abase, necrose, sphacelate, chastize, humble","discombobulate, enrapture, cumber, innoculate, familarize, meliorate, predestinate, supplicate, confute, recongize","conundra, frustration, throughout, relinquish, conlude, dissolve, regionalization, phony, shuddering, uncorrupted"
2,multiply,"procreate, proliferate, grow, exponentiate, divide, manifold, subtract, breed, reproduce, exponentially","re-defined, decimalized, many-fold, scarified, adjugate, synergize, restabilize, differentiate, denominate, iteratively","heareth, outrageous, unrecognizable, reverent, mentioned, ancedote, narrative, suffocates, shortage, valueable"
1,mumble,"mutter, dumbly, muttering, shush, blurts, gum, gabbled, maunder, mussitate, babbled, muttered, blurt","sneery, incoherant, plain-speak, blubbing, meep, guffaw, chucklehead, subliterate, technobabble, mis-heard","publish, vindicate, overemphasize, authoritarian, spurious, vary, cognoscente, dialation, camry, discusson"
6,mundane,"prosaic, humdrum, unglamorous, esoteric, terrene, terrestrial, trivial, quotidian, banal, everyday, workaday, routine, unremarkable","non-routine, unshowy, uneventful, real-world, uncontentious, tiresome, mind-numbingly, baffling, etherial, non-germane","shamefaced, shellshocked, prefacing, lifeline, smartly, intrinsic, effect, young, life, particular"
4,mutiny,"rebellion, revolt, revolts, uprising, insubordination, rebellions, insurrection, massacre, riot","court-martials, mass-suicide, self-betrayal, fomenting, robbery, rebel, gruesomeness, protrayal, anti-coup, firing-squad","invitiation, unnameable, subamendment, mindframe, unpretentious, illusional, antediluvian, husbandman, aid, succumb"
4,naive,"unsophisticated, foolish, arrogant, uninstructed, uninitiate, idealistic, clueless, uninitiated, ingenuous, cynical, misguided, unenlightened","worldly-wise, unsavvy, inexperienced, irrationalist, obsurd, cold-hearted, egotistic, ludicrous, childlike, unambitious","awe, preapprove, crafty, extoll, undisguised, equivlent, unhistoric, coincide, tabloids, similary"
3,narrate,"recount, retell, story, dramatise, tell, recite, depict, chronicle, portray, dramatize, contextualize","eulogize, personate, chronicled, sensationalise, storie, romanticise, transfix, discover, romanticize, story-writing","clearence, penetrate, hideousness, swagger, control, hold, answer, embittered, dumbfounded, astounds"
4,narrate,"recount, retell, story, dramatise, tell, recite, depict, chronicle, portray, dramatize, contextualize","eulogize, personate, chronicled, sensationalise, storie, romanticise, transfix, discover, romanticize, story-writing","year, multiculture, resouces, lazy, humourous, warmups, fundamentality, guidelines, sympathises, same"
4,narrate,"recount, retell, story, dramatise, tell, recite, depict, chronicle, portray, dramatize, contextualize","eulogize, personate, chronicled, sensationalise, storie, romanticise, transfix, discover, romanticize, story-writing","dry, prevision, turbulent, distressful, breake, terse, bizzarre, vaious, imperiled, userdraft"
3,navigate,"pilot, decipher, voyage, visualize, traverse, learn, browse, manage, explore, sail","de-select, echolocate, reparse, autohide, re-center, discombobulate, p-navigation, touse, prioritize, manoeuver","ineffably, instigate, presume, galvanize, feedyard, firebrand, mediocracy, vigilant, ashamed, amass"
1,necessary,"appropriate, sufficient, adequate, required, requirement, desirable, needful, requisite, essential, needed","substanial, better, permittable, good--but, significant, conceiveable, potentiall, effectual, compellable, unncecessary","blood, apointment, logicality, impertinence, multiculture, downhearted, tininess, interjurisdictional, arrogance, counterflow"
4,necessity,"requirement, conveniency, gradualness, requisite, essential","easiness, gratuitousness, consquence, non-necessary, supposable, wilfulness, extraordinariness, faultiness, permissibility, prerequisite","quickfix, bethought, largesse, inconsequent, alias, predetermination, advocate, eccentric, counterargue, diagree"
1,negative,"damaging, blackball, unfavorable, disconfirming, minus, positve, veto","less-than-satisfactory, gut-reaction, insinuative, positive, masssive, provactive, confrontative, cash-positive, heavily-biased, non-existential","biddable, expand, introverted, apport, complicity, outrageous, beginner, acquiescence, dumbfounded, bold"
4,negligent,"reckless, culpably, irresponsible, careless, inept, culpable","prejudicial, remiss, cavalier, outrageously, misdiagnosing, mis-representation, uncooperative, unprincipled, unprofessionally, self-damaging","directable, unflashy, fabled, introverted, location, churchly, depraved, exculpation, situationist, patronizing"
5,negligent,"reckless, culpably, irresponsible, careless, inept, culpable","prejudicial, remiss, cavalier, outrageously, misdiagnosing, mis-representation, uncooperative, unprincipled, unprofessionally, self-damaging","inhuman, conceed, inconvenient, breakover, promisses, pray, formulaic, sicky, huger, coincidental"
6,negligent,"reckless, culpably, irresponsible, careless, inept, culpable","prejudicial, remiss, cavalier, outrageously, misdiagnosing, mis-representation, uncooperative, unprincipled, unprofessionally, self-damaging","proposes, specifity, arbitrate, reconciliatory, machiavellian, dampen, omnipresent, remediate, dutiful, subquestions"
1,nervous,"neural, flighty, uneasy, neurotic, aflutter, frightened, irritable, jittery, panicky, fearful, spooky, apprehensive, skittish, unquiet, queasy","dumbfound, tramatic, sicky, hypokinetic, frustrated, short-tempered, over-exuberant, crazy-eyed, near-hysterical, heavy-hearted","panegyrical, prearrange, dispirit, contrasting, extricate, inadequate, clore, substantional, neednt, necromantic"
2,nervous,"neural, flighty, uneasy, neurotic, aflutter, frightened, irritable, jittery, panicky, fearful, spooky, apprehensive, skittish, unquiet, queasy","dumbfound, tramatic, sicky, hypokinetic, frustrated, short-tempered, over-exuberant, crazy-eyed, near-hysterical, heavy-hearted","potenial, goads, qualifyer, help, revengeful, falacy, perish, resentment, masterplan, effete"
1,nibbled,"pawed, grubbed, pick, munched, snacked, piece, gnawed, chewed, wolfed","cupped, pooped, whiskered, gurgled, panted, shooed, tottered, slouched, scooted, perked","effective, circularize, fondle, improvement, pursuit, preselected, crossborder, puritanical, leery, supersede"
5,niche,"marketplace, midtier, market, specialty, nitch, recess, recession, speciality, corner","broader, small-space, specialties, oddly-shaped, highly-focused, limpet-like, unspecialized, non-genre, news-type, dog-shaped","plenteous, suffcient, advantageous, xplain, mysterious, undescriptive, mocking, commit, eager, dirrect"
1,non-living,"inanimate, organisms","biospheres, flesh-like, super-intelligent, biohybrid, human-size, multi-celled, life-support, biogenic, protists, humanoids","pretences, lush, stunningly, highish, congruential, approbation, portentous, repassed, exterminate, debatable"
5,nonchalant,"disdainful, impish, guileless, imperturbable, casual, unruffled, insouciance","voluble, diva-like, garrulous, workman-like, ladylike, self-conscious, comical, chalange, graceful, laddish","concédant, captivates, poicy, instigator, illustration, encase, appealingly, esthetic, comical, converging"
6,nonchalant,"disdainful, impish, guileless, imperturbable, casual, unruffled, insouciance","voluble, diva-like, garrulous, workman-like, ladylike, self-conscious, comical, chalange, graceful, laddish","conservational, fulminations, critcise, bibulous, belabor, indicates, ameliorate, solicit, scarified, recommit"
1,note,"billet, caveat, line, bill, annotation, distinction, eminence, comment, remark, mark, observe, preeminence, mention, greenback, tone","commment, look-see, apprecate, boxout, unlcear, well-put, explanantion, nicley, commens, foll","panted, gazed, bluntness, action, systematized, gouvernment, despondent, pedantic, sway, fine"
1,notice,"observance, observation, find, posting, bill, detect, discover, comment, request, remark, mark, poster, warning, observe, mention, placard, acknowledge, card","pre-announce, recomment, looking-up, reitterate, this, revelance, up-page, inderstand, preannouncement, expalnation","attcking, sarcastic, recorrect, coagulate, renforçant, systematically, abolish, stagnates, overmix, flavorful"
1,noticed,"mentioned, find, observed, spotted, saw, detect, discover, surmised, comment, remark, seen, mark, ""ved"", observe, seeen, acknowledge, commmented","attched, reasearched, mented, awared, recalled, happed, rewatched, seeing, calked, catched","registery, overemphasize, fatuous, thriller, thake, reclassify, doughty, negociate, maned, confirmation"
4,novice,"neophyte, newbie, beginner, initiate, neophytes, newcomer, tyro, tiro, uninitiated, beginners, inexperienced","wiki-editor, seminarian, wiki-editors, whippersnapper, adventure-loving, savviest, newcommer, know-it-all, hotshot, user-experience","trackings, bisect, noticeable, gnawed, liaison, leadings, conception, inherence, inadmissibility, unrest"
6,novice,"neophyte, newbie, beginner, initiate, neophytes, newcomer, tyro, tiro, uninitiated, beginners, inexperienced","wiki-editor, seminarian, wiki-editors, whippersnapper, adventure-loving, savviest, newcommer, know-it-all, hotshot, user-experience","congressman, recognition, islamaphobe, evaluating, unpopularity, uneconomically, automate, terrorize, reanalyze, disheartened"
3,obedient,"dutiful, docile, servile, submissive, faithful, biddable, loyal","open-hearted, adoring, dilligent, peacable, lapdogs, slow-witted, conscience-stricken, sinless, unthinking, stiff-necked","peerless, foolishness, overwhelmed, totalise, backwardation, totter, doltish, prole, differet, strife"
6,obliterate,"banish, hide, veil, efface, erase, neutralize, destroy, kill, expunge, obscure","disorient, jusify, liberate, extirpate, disenchant, strangulate, distingush, devaluate, mesmerise, replace","reinsert, requirement, elucidate, humility, suppressed, recharacterize, giggle, electrolyzers, flavourful, pitiably"
3,oblivious,"unaware, forgetful, unconcern, clueless, ignorant, unconcerned, unfazed, unperceptive, indifferent, unmindful","delusionary, direst, over-controlling, muddle-headed, unamused, dis-respect, dreamy-eyed, unforgotten, clued-in, idiotic","imprudent, propects, underwrite, misfortunate, nonforfeitable, nonhostile, tangibles, dispirit, spurn, personalise"
5,oblivious,"unaware, forgetful, unconcern, clueless, ignorant, unconcerned, unfazed, unperceptive, indifferent, unmindful","delusionary, direst, over-controlling, muddle-headed, unamused, dis-respect, dreamy-eyed, unforgotten, clued-in, idiotic","preemptory, fanatical, scammy, gratify, summarized, fitful, allegiance, disliked, sentence, impecunious"
