difficulty,question,related,random,answers
3,navigate,"de-select, echolocate, reparse, autohide, re-center, discombobulate, p-navigation, touse, prioritize, manoeuver","ineffably, instigate, presume, galvanize, feedyard, firebrand, mediocracy, vigilant, ashamed, amass","pilot, traverse, explore"
1,necessary,"substanial, better, permittable, good--but, significant, conceiveable, potentiall, effectual, compellable, unncecessary","blood, apointment, logicality, impertinence, multiculture, downhearted, tininess, interjurisdictional, arrogance, counterflow","required, needed, requisite, essential"
4,necessity,"easiness, gratuitousness, consquence, non-necessary, supposable, wilfulness, extraordinariness, faultiness, permissibility, prerequisite","quickfix, bethought, largesse, inconsequent, alias, predetermination, advocate, eccentric, counterargue, diagree","requirement, requisite, essential"
1,negative,"less-than-satisfactory, gut-reaction, insinuative, positive, masssive, provactive, confrontative, cash-positive, heavily-biased, non-existential","biddable, expand, introverted, apport, complicity, outrageous, beginner, acquiescence, dumbfounded, bold","damaging, unfavorable"
4,negligent,"prejudicial, remiss, cavalier, outrageously, misdiagnosing, mis-representation, uncooperative, unprincipled, unprofessionally, self-damaging","directable, unflashy, fabled, introverted, location, churchly, depraved, exculpation, situationist, patronizing","reckless, irresponsible, careless, inept"
1,nervous,"dumbfound, tramatic, sicky, hypokinetic, frustrated, short-tempered, over-exuberant, crazy-eyed, near-hysterical, heavy-hearted","panegyrical, prearrange, dispirit, contrasting, extricate, inadequate, clore, substantional, neednt, necromantic"," jittery, panicky, fearful, apprehensive, skittish"
1,nibbled,"cupped, pooped, whiskered, gurgled, panted, shooed, tottered, slouched, scooted, perked","effective, circularize, fondle, improvement, pursuit, preselected, crossborder, puritanical, leery, supersede","snacked, gnawed, chewed"
5,niche,"broader, small-space, specialties, oddly-shaped, highly-focused, limpet-like, unspecialized, non-genre, news-type, dog-shaped","plenteous, suffcient, advantageous, xplain, mysterious, undescriptive, mocking, commit, eager, dirrect","recess, speciality, corner"
1,non-living,"biospheres, flesh-like, super-intelligent, biohybrid, human-size, multi-celled, life-support, biogenic, protists, humanoids","pretences, lush, stunningly, highish, congruential, approbation, portentous, repassed, exterminate, debatable",inanimate
5,nonchalant,"voluble, diva-like, garrulous, workman-like, ladylike, self-conscious, comical, chalange, graceful, laddish","concédant, captivates, poicy, instigator, illustration, encase, appealingly, esthetic, comical, converging","casual, unruffled"
1,note,"commment, look-see, apprecate, boxout, unlcear, well-put, explanantion, nicley, commens, foll","panted, gazed, bluntness, action, systematized, gouvernment, despondent, pedantic, sway, fine",tone
1,notice,"pre-announce, recomment, looking-up, reitterate, this, revelance, up-page, inderstand, preannouncement, expalnation","attcking, sarcastic, recorrect, coagulate, renforçant, systematically, abolish, stagnates, overmix, flavorful","observance, posting, detect, observe"
4,novice,"wiki-editor, seminarian, wiki-editors, whippersnapper, adventure-loving, savviest, newcommer, know-it-all, hotshot, user-experience","trackings, bisect, noticeable, gnawed, liaison, leadings, conception, inherence, inadmissibility, unrest","neophyte, newbie, beginner, tyro"
3,obedient,"open-hearted, adoring, dilligent, peacable, lapdogs, slow-witted, conscience-stricken, sinless, unthinking, stiff-necked","peerless, foolishness, overwhelmed, totalise, backwardation, totter, doltish, prole, differet, strife","dutiful, docile, servile, submissive"
6,obliterate,"disorient, jusify, liberate, extirpate, disenchant, strangulate, distingush, devaluate, mesmerise, replace","reinsert, requirement, elucidate, humility, suppressed, recharacterize, giggle, electrolyzers, flavourful, pitiably","expunge, erase"
3,oblivious,"delusionary, direst, over-controlling, muddle-headed, unamused, dis-respect, dreamy-eyed, unforgotten, clued-in, idiotic","imprudent, propects, underwrite, misfortunate, nonforfeitable, nonhostile, tangibles, dispirit, spurn, personalise","indifferent, ignorant, unconcerned"
4,obnoxious,"uncourteous, unhelpful, dirty-minded, sarcastic, childish, unsympathetic, over-friendly, bloody-minded, repulsively, sweary","interrelatedness, protracted, cranky, preposterous, avoidant, transmit, reapeat, presentation, hearsay, presbytery","objectionable, nasty, loathesome"
5,obscure,"obfuscatory, over-elaborate, widely-covered, relevant, indecipherable, non-germane, un-evidenced, forgetable, over-specific, odd","parliamentarian, reinvade, anticipating, multiple, incriminate, unaccommodated, tortuous, subtle, pursuing, traitorous","hidden, mysterious"
2,observe,"listen, practise, asssume, affirm, perform, familarize, mind-read, re-analyse, reguest, uphold","politicall, unassimilated, shearography, allusion, tenent, disposal, atomize, disorientate, verify, tattoo","inspect, study, celebrate"
4,obsolete,"unrecommended, illegible, over-specified, unaccurate, ambiguous, highly-used, inacessible, ill-fitted, uneconomic, non-existent","incourage, assonance, substandard, personable, estimated, transmitter, expand, adddition, implict, douchebag","disused, antiquated"
2,obvious,"unstriking, inexplicit, significant-, all-too-predictable, un-true, stastical, contradictive, not-real, grandious, indiscernible","paraphrase, sanctify, highfalutin, pragmatic, rouse, loathing, unscrutinised, pov, astigmatism, intimidates","apparent, clear, glaring"
2,occur,"shoiuld, decohere, distrupt, placeable, apppears, cancellable, refelcted, recommences, remaines, interuptions","offer, advocates, reformulation, distorter, advocator, extrinsically, unequality, decohere, dispositive, facts","result, transpire"
4,omit,"inlcude, factorize, -add, hide, give, submit, suggest, supppose, ignor, reprove","reconciliation, monotonous, recolonising, sensitise, infringements, contemn, refurbishing, disinherit, harmless, spect","ignore, exclude, neglect"
5,omnipotent,"superhumanly, dictator-like, god-realization, incarnate, unknowable, untrammelled, supervillian, all-powerful, self-controlling, hyperpower","untestable, personality, matchreport, ameliorations, impacts, luxuriant, chonological, narcotics, allow, md5sum","almighty, divine, godlike"
1,opinion,"regard, strongly-held, state-of-mind, posiiton, experence, impassionate, inconclusiveness, argumentativeness, biase, informantion","cause, rearrange, prolonged, restraint, frighted, publicness, bashfulness, highlands, previosly, sociometric","judgment, thought, sentiment"
5,opportune,"reprioritization, support-related, assistence, referencess, immediate, exigent, working-over, quick, desperate, feasible","disinhibiting, deconfliction, appreciable, blockquote, slight, modulate, disctinction, successful, explains, clinical","convenient, advantageous, timely"
5,oppose,"bureaucratize, upport, iagree, naysay, wholeheartedly, urge, commentless, disuade, agress, reguard","recommend, panegyrical, slackens, digging, differences, greet, prompt, quotation, misdirect, nicley","counterbalance, fight, criticize"
4,oppress,"patronise, powerless, villify, aggrandise, stupefy, uproot, militarise, disempowerment, delegitimise, brutalizing","normally, supportive, exhort, arid, whacked, presssure, aggravating, moment, anticircumvention, humanitarianism","victimize, persecute"
6,opulent,"ultra-chic, barn-like, tranquil, 32-room, 25-room, pretentious, 48-room, 23-room, stately, unfussy","destress, examined, necrotic, uncorrupted, italicize, psychopathic, odious, fasten, fix, demand","grand, ostentatious, lavish, extravagant"
6,orator,"theologist, parliamentarian, biographer, diplomat, presider, genius, panderer, recitalist, pedagogist, speeches","technophobe, handwrite, overmastered, legislator, unequitable, irreverence, predisposing, bioelectric, hotshot, taxbox","speaker, statesman"
1,ordinary,"soap-operatic, early-day, non-ecclesiastical, non-level, non-place, common-room, non-general, super-natural, poor-man, down-the-middle","heedful, approbation, shamefulness, rebelious, unrepentant, larder, retrogress, radiowave, opercular, complement","regular, normal, everyday"
2,organized,"well-orchestrated, interfiled, overarched, held, colected, massed, dispersed, produced, non-juried, data-mined","genericness, requite, subphase, disinforming, redundancy, antiheroic, sad, organisms, manageble, assistence","prepared, coordinated"
3,origin,"inexistence, derivativeness, relvance, harmonicity, firstness, endogenic, sub-variety, homogeny, fundamentality, particular","exultant, doughty, narrative, evolve, disgruntled, undertake, simplify, hasting, dispersion, enrages","source, ancestory"
6,ostentatious,"officious, antique-style, out-of-place, unspectacular, obsequious, unclassy, un-patriotic, conspicious, self-indulgences, unrespectable","betake, overcome, intellectualised, cavort, sooon, festal, acurate, exasperating, camry, irritating","gaudy, flashy"
5,pacify,"stimulate, educate, secularize, annihilate, humanize, endear, captivate, demilitarise, vitalize, professionalize","pooped, parallel, prosaic, hypocritical, invariable, disagrees, drawtube, reasearched, beanfeast, perusals","soothe, appease"
5,panacea,"carisma, ineffectuality, self-reinvention, half-heartedness, oxymoron, band-aids, tarantism, crisis, crowding-out, pipedreams","scrutinize, trotskyite, incongruencies, stepped, verifing, forgetable, dismissiveness, appetizing, nonedible, bonafide"," cure, solution"
6,parched,"forlorn, stubbled, coursed, bloodied, war-ravaged, unmown, house-baked, farmlands, sere, mounded","love, statecharts, thoroughness, points, mportant, congressperson, superhumanly, compassionless, provide, shameful","arid, thirsty"
2,passage,"re-iteration, bill--and, word, repassed, poition, pointing-out, study, re-connection, dream-vision, strory","etymologically, please, grotesquerie, edict, greatness, cognoscente, untrammelled, typifies, angy, dubplate","test, clause, section"
3,peculiar,"non-silly, less-obvious, unpoetic, ever-recurring, rare, unvarying, unphilosophical, heavy-going, not-inconsiderable, strage","reconstitute, reiterating, euphonic, misdirect, afford, shudders, dutiful, unrefreshing, exploitable, accountings","odd, curious, singular, remarkable, unusual, strange"
1,peek,"motioning, rummaging, lookign, gazed, poking, figuring, digging, eyeing, tip-toe, boo-hooing","replacement, personall, politness, supersmart, esoteric, originate, precises, such, usefule, ostracize","glance, glimpse"
2,peer,"formal, lap-dance, auditor-controller, semi-objective, pressure-group, sociometric, role-model, advisory, reivew, rent-boy","disposal, multiple, sensitivity, unecessary, administrater, specious, pseudophysics, recognition, implore, aggragate","equal, associate"
4,perceive,"disgard, behave, betoken, prettify, intend, over-compensate, temporise, tell, misunderstand, under-rate","righfully, incisively, overtures, unaccustomed, repass, provded, inapropriate, awared, silkiness, sporatic","comprehend, understand"
